SQL>
SQL> select di.owner
  2       , dic.column_name
  3       , dic.column_position
  4       , di.table_name
  5       , di.index_name
  6       , di.index_type
  7       , di.uniqueness
  8       , di.num_rows
  9       , di.sample_size
 10       , di.last_analyzed
 11       , di.global_stats
 12       , di.initial_extent
 13       , di.max_extents
 14       , di.next_extent
 15    from user_tables ut
 16         inner join dba_indexes di on di.table_name = ut.table_name
 17         inner join dba_ind_columns dic on dic.index_name = di.index_name
 18   --where ut.table_name like 'LBM_CLIENT_TOP'
 19  ;

OWNER                          COLUMN_NAME                    COLUMN_POSITION TABLE_NAME                     INDEX_NAME                     INDEX_TYPE                  UNIQUENES   NUM_ROWS SAMPLE_SIZE LAST_ANAL GLO INITIAL_EXTENT MAX_EXTENTS NEXT_EXTENT
STORELAND                      CODEMAGASIN                                  1 INVENTAIRES_MAGASIN_PRODUIT    INVENTAIRES_MAGASIN_PRODUIT_PK NORMAL                      NONUNIQUE          0           0 01-JUN-14 YES         327680  2147483645     1048576
STORELAND                      CODEINVENTAIREMAGASIN                        2 INVENTAIRES_MAGASIN_PRODUIT    INVENTAIRES_MAGASIN_PRODUIT_PK NORMAL                      NONUNIQUE          0           0 01-JUN-14 YES         327680  2147483645     1048576
STORELAND                      CODEJALONTRACKING                            1 JALONS_TRACKING                JALONS_TRACKING_PK             NORMAL                      UNIQUE             0           0 01-JUN-14 YES         131072  2147483645     1048576
STORELAND                      CODEPRODUIT                                  1 LANCEMENTS_PRODUIT             LANCEMENTS_PRODUIT_FK1         NORMAL                      NONUNIQUE          0           0 01-JUN-14 YES         327680  2147483645     1048576
STORELAND                      CODECOLORIS                                  2 LANCEMENTS_PRODUIT             LANCEMENTS_PRODUIT_FK1         NORMAL                      NONUNIQUE          0           0 01-JUN-14 YES         327680  2147483645     1048576
STORELAND                      DATELANCEMENTPRODUIT                         3 LANCEMENTS_PRODUIT             LANCEMENTS_PRODUIT_FK1         NORMAL                      NONUNIQUE          0           0 01-JUN-14 YES         327680  2147483645     1048576
STORELAND                      CODEINTERNELANCEMENTPRODUIT                  1 LANCEMENTS_PRODUIT             LANCEMENTS_PRODUIT_PK          NORMAL                      UNIQUE             0           0 01-JUN-14 YES         327680  2147483645     1048576
STORELAND                      CODEETATLANCEMENTPRODUIT                     1 LANCEMENTS_PRODUIT             LANCEMENTS_PRODUIT_FK2         NORMAL                      NONUNIQUE          0           0 01-JUN-14 YES         131072  2147483645     1048576
STORELAND                      CP                                           1 LBM_CP                         LBM_CP_PK                      NORMAL                      UNIQUE          9399        9399 19-SEP-17 YES          65536  2147483645     1048576
STORELAND                      CP                                           1 LBM_CP_HISTO                   LBM_CP_HISTO_PK                NORMAL                      UNIQUE          9422        9422 18-OCT-17 YES         131072  2147483645     1048576
STORELAND                      MESSAGEID                                    1 LBM_HIERARCHIE                 LBM_HIERARCHIE_FK              NORMAL                      NONUNIQUE      10101       10101 19-SEP-17 YES         106496  2147483645     1048576
STORELAND                      ELEMENTNIV                                   2 LBM_HIERARCHIE                 LBM_HIERARCHIE_FK              NORMAL                      NONUNIQUE      10101       10101 19-SEP-17 YES         106496  2147483645     1048576
STORELAND                      ELEMENTNIV                                   1 LBM_HIERARCHIE                 LBM_HIERARCHIE_PK              NORMAL                      UNIQUE         10101       10101 19-SEP-17 YES         106496  2147483645     1048576
STORELAND                      ELEMENTCODE                                  2 LBM_HIERARCHIE                 LBM_HIERARCHIE_PK              NORMAL                      UNIQUE         10101       10101 19-SEP-17 YES         106496  2147483645     1048576
STORELAND                      ID_ENREGISTREMENT                            1 LBM_LOGS                       LBM_LOGS_PK                    NORMAL                      UNIQUE        407371      407371 12-DEC-16 YES         327680  2147483645     1048576
STORELAND                      ID_MESSAGE                                   2 LBM_LOGS                       LBM_LOGS_PK                    NORMAL                      UNIQUE        407371      407371 12-DEC-16 YES         327680  2147483645     1048576
STORELAND                      MSGERREUR                                    3 LBM_LOGS                       LBM_LOGS_PK                    NORMAL                      UNIQUE        407371      407371 12-DEC-16 YES         327680  2147483645     1048576
STORELAND                      PHASE                                        4 LBM_LOGS                       LBM_LOGS_PK                    NORMAL                      UNIQUE        407371      407371 12-DEC-16 YES         327680  2147483645     1048576
STORELAND                      TYPE_FLUX                                    5 LBM_LOGS                       LBM_LOGS_PK                    NORMAL                      UNIQUE        407371      407371 12-DEC-16 YES         327680  2147483645     1048576
STORELAND                      ID_BATCH                                     1 LBM_SUIVI_BATCH_INTEGRATION    LBM_SUIVI_BATCH_INTEGRATION_PK NORMAL                      UNIQUE       3098411      292826 01-SEP-17 YES          65536  2147483645     1048576
STORELAND                      LIBELLE                                      2 LBM_SUIVI_BATCH_INTEGRATION    LBM_SUIVI_BATCH_INTEGRATION_PK NORMAL                      UNIQUE       3098411      292826 01-SEP-17 YES          65536  2147483645     1048576
STORELAND                      TOPLM                                        1 LBM_VENTE_ENTETE               LBM_VENTE_ENTETE_FK4           NORMAL                      NONUNIQUE   14355086      358604 16-OCT-17 YES          65536  2147483645     1048576
STORELAND                      DATEHTRANS                                   2 LBM_VENTE_ENTETE               LBM_VENTE_ENTETE_FK4           NORMAL                      NONUNIQUE   14355086      358604 16-OCT-17 YES          65536  2147483645     1048576
STORELAND                      DATEHTOPCA                                   1 LBM_VENTE_ENTETE               LBM_VENTE_ENTETE_SK            NORMAL                      NONUNIQUE   14388275      480816 16-OCT-17 YES          65536  2147483645     1048576
STORELAND                      STECAISSE                                    1 LBM_VENTE_ENTETE               LBM_VENTE_ENTETE_PK            NORMAL                      UNIQUE      13854613      259193 16-OCT-17 YES          65536  2147483645     1048576
STORELAND                      DATEHTRANS                                   2 LBM_VENTE_ENTETE               LBM_VENTE_ENTETE_PK            NORMAL                      UNIQUE      13854613      259193 16-OCT-17 YES          65536  2147483645     1048576
STORELAND                      NUMCAISSE                                    3 LBM_VENTE_ENTETE               LBM_VENTE_ENTETE_PK            NORMAL                      UNIQUE      13854613      259193 16-OCT-17 YES          65536  2147483645     1048576
STORELAND                      NUMTICKET                                    4 LBM_VENTE_ENTETE               LBM_VENTE_ENTETE_PK            NORMAL                      UNIQUE      13854613      259193 16-OCT-17 YES          65536  2147483645     1048576
STORELAND                      TOPCA                                        1 LBM_VENTE_ENTETE               LBM_VENTE_ENTETE_FK1           NORMAL                      NONUNIQUE   13605196      406528 16-OCT-17 YES          65536  2147483645     1048576
STORELAND                      TOPLM                                        1 LBM_VENTE_ENTETE               LBM_VENTE_ENTETE_FK2           NORMAL                      NONUNIQUE   14048893      405026 16-OCT-17 YES          65536  2147483645     1048576
STORELAND                      TOPCA                                        1 LBM_VENTE_ENTETE               LBM_VENTE_ENTETE_FK3           NORMAL                      NONUNIQUE   14538521      226370 16-OCT-17 YES          65536  2147483645     1048576
STORELAND                      DATEHTRANS                                   2 LBM_VENTE_ENTETE               LBM_VENTE_ENTETE_FK3           NORMAL                      NONUNIQUE   14538521      226370 16-OCT-17 YES          65536  2147483645     1048576
STORELAND                      STECAISSE                                    1 LBM_VENTE_POSTE                LBM_VENTE_POSTE_PK             NORMAL                      UNIQUE      49990436      229384 17-OCT-17 YES          65536  2147483645     1048576
STORELAND                      DATEHTRANS                                   2 LBM_VENTE_POSTE                LBM_VENTE_POSTE_PK             NORMAL                      UNIQUE      49990436      229384 17-OCT-17 YES          65536  2147483645     1048576
STORELAND                      NUMCAISSE                                    3 LBM_VENTE_POSTE                LBM_VENTE_POSTE_PK             NORMAL                      UNIQUE      49990436      229384 17-OCT-17 YES          65536  2147483645     1048576
STORELAND                      NUMTICKET                                    4 LBM_VENTE_POSTE                LBM_VENTE_POSTE_PK             NORMAL                      UNIQUE      49990436      229384 17-OCT-17 YES          65536  2147483645     1048576
STORELAND                      NUMLIGNE                                     5 LBM_VENTE_POSTE                LBM_VENTE_POSTE_PK             NORMAL                      UNIQUE      49990436      229384 17-OCT-17 YES          65536  2147483645     1048576
STORELAND                      TOPGU                                        1 LBM_VENTE_POSTE                LBM_VENTE_POSTE_FK1            NORMAL                      NONUNIQUE   54802692      595580 17-OCT-17 YES          65536  2147483645     1048576
STORELAND                      DATHTOPGU                                    1 LBM_VENTE_POSTE                LBM_VENTE_POSTE_SK             NORMAL                      NONUNIQUE   45761529      376358 17-OCT-17 YES          65536  2147483645     1048576
STORELAND                      CODEMESSAGE                                  1 LECTEURS_MESSAGE               LECTEURS_MESSAGE_PK            NORMAL                      UNIQUE             0           0 01-JUN-14 YES         327680  2147483645     1048576
STORELAND                      CODEUTILISATEUR                              2 LECTEURS_MESSAGE               LECTEURS_MESSAGE_PK            NORMAL                      UNIQUE             0           0 01-JUN-14 YES         327680  2147483645     1048576
STORELAND                      CODEINTERNELC                                1 LETTRES_CREDIT                 LETTRES_CREDIT_FK1             NORMAL                      NONUNIQUE          0           0 01-JUN-14 YES         131072  2147483645     1048576
STORELAND                      DATEDERNAMENDEMENT                           2 LETTRES_CREDIT                 LETTRES_CREDIT_FK1             NORMAL                      NONUNIQUE          0           0 01-JUN-14 YES         131072  2147483645     1048576
STORELAND                      DATEMODIFICATION                             3 LETTRES_CREDIT                 LETTRES_CREDIT_FK1             NORMAL                      NONUNIQUE          0           0 01-JUN-14 YES         131072  2147483645     1048576
STORELAND                      CODEINTERNELC                                1 LETTRES_CREDIT                 LETTRES_CREDIT_PK              NORMAL                      UNIQUE             0           0 01-JUN-14 YES         131072  2147483645     1048576
STORELAND                      CODEZONEPLANCOLLECTION                       1 LIENS_PLAN_COLLECTION          LIENS_PLAN_COLLECTION_PK       NORMAL                      UNIQUE             0           0 01-JUN-14 YES         196608  2147483645     1048576
STORELAND                      CODEZONEPLANCOLLECTIONASSOCIE                2 LIENS_PLAN_COLLECTION          LIENS_PLAN_COLLECTION_PK       NORMAL                      UNIQUE             0           0 01-JUN-14 YES         196608  2147483645     1048576
STORELAND                      CODEZONEPLANCOLLECTION                       1 LIENS_PLAN_COLLECTION_PAYS     LIENS_PLAN_COLLECTION_PAYS_PK  NORMAL                      UNIQUE             0           0 01-JUN-14 YES         196608  2147483645     1048576
STORELAND                      CODEPAYS                                     2 LIENS_PLAN_COLLECTION_PAYS     LIENS_PLAN_COLLECTION_PAYS_PK  NORMAL                      UNIQUE             0           0 01-JUN-14 YES         196608  2147483645     1048576
STORELAND                      CODELIEUTRANSPORT                            1 LIEUX_TRANSPORT                LIEUX_TRANSPORT_PK             NORMAL                      UNIQUE             0           0 01-JUN-14 YES         327680  2147483645     1048576
STORELAND                      CODEADRESSAGE                                1 LIGNES_ADRESSAGE_TROLLEY_RADIO LIGNES_ADR_TROLLEY_RADIO_PK    NORMAL                      UNIQUE             0           0 01-JUN-14 YES         196608  2147483645     1048576
STORELAND                      CODEINTERNETROLLEY                           2 LIGNES_ADRESSAGE_TROLLEY_RADIO LIGNES_ADR_TROLLEY_RADIO_PK    NORMAL                      UNIQUE             0           0 01-JUN-14 YES         196608  2147483645     1048576
STORELAND                      CODEAVOIR                                    1 LIGNES_AVOIR_NEG               LIGNES_AVOIR_NEG_PK            NORMAL                      UNIQUE             0           0 01-JUN-14 YES         131072  2147483645     1048576
STORELAND                      CODEINTERNEARTICLE                           2 LIGNES_AVOIR_NEG               LIGNES_AVOIR_NEG_PK            NORMAL                      UNIQUE             0           0 01-JUN-14 YES         131072  2147483645     1048576
STORELAND                      CODECOMMANDENEG                              3 LIGNES_AVOIR_NEG               LIGNES_AVOIR_NEG_PK            NORMAL                      UNIQUE             0           0 01-JUN-14 YES         131072  2147483645     1048576
STORELAND                      CODEMAGASIN                                  4 LIGNES_AVOIR_NEG               LIGNES_AVOIR_NEG_PK            NORMAL                      UNIQUE             0           0 01-JUN-14 YES         131072  2147483645     1048576
STORELAND                      CODELIVRAISONMAG                             5 LIGNES_AVOIR_NEG               LIGNES_AVOIR_NEG_PK            NORMAL                      UNIQUE             0           0 01-JUN-14 YES         131072  2147483645     1048576
STORELAND                      CODEDEPOT                                    6 LIGNES_AVOIR_NEG               LIGNES_AVOIR_NEG_PK            NORMAL                      UNIQUE             0           0 01-JUN-14 YES         131072  2147483645     1048576
STORELAND                      CODEMAGASIN                                  1 LIGNES_AVOIR_NEG               LIGNES_AVOIR_NEG_FK1           NORMAL                      NONUNIQUE          0           0 01-JUN-14 YES         131072  2147483645     1048576
STORELAND                      CODELIVRAISONMAG                             2 LIGNES_AVOIR_NEG               LIGNES_AVOIR_NEG_FK1           NORMAL                      NONUNIQUE          0           0 01-JUN-14 YES         131072  2147483645     1048576
STORELAND                      CODEBONPRET                                  1 LIGNES_BON_PRET                LIGNES_BON_PRET_PK             NORMAL                      UNIQUE             0           0 01-JUN-14 YES         327680  2147483645     1048576
STORELAND                      CODEMAGASIN                                  2 LIGNES_BON_PRET                LIGNES_BON_PRET_PK             NORMAL                      UNIQUE             0           0 01-JUN-14 YES         327680  2147483645     1048576
STORELAND                      CODEINTERNEARTICLE                           3 LIGNES_BON_PRET                LIGNES_BON_PRET_PK             NORMAL                      UNIQUE             0           0 01-JUN-14 YES         327680  2147483645     1048576
STORELAND                      CODESAISON                                   1 LIGNES_BUDGET_ACHATS           LIGNES_BUDGET_ACHATS_PK        NORMAL                      UNIQUE             0           0 01-JUN-14 YES         131072  2147483645     1048576
STORELAND                      NUMVERSION                                   2 LIGNES_BUDGET_ACHATS           LIGNES_BUDGET_ACHATS_PK        NORMAL                      UNIQUE             0           0 01-JUN-14 YES         131072  2147483645     1048576
STORELAND                      CODEZONEBUDGETACHATS                         3 LIGNES_BUDGET_ACHATS           LIGNES_BUDGET_ACHATS_PK        NORMAL                      UNIQUE             0           0 01-JUN-14 YES         131072  2147483645     1048576
STORELAND                      CODECLASSPROD1                               4 LIGNES_BUDGET_ACHATS           LIGNES_BUDGET_ACHATS_PK        NORMAL                      UNIQUE             0           0 01-JUN-14 YES         131072  2147483645     1048576
STORELAND                      CODECLASSPROD2                               5 LIGNES_BUDGET_ACHATS           LIGNES_BUDGET_ACHATS_PK        NORMAL                      UNIQUE             0           0 01-JUN-14 YES         131072  2147483645     1048576
STORELAND                      CODECLASSPROD3                               6 LIGNES_BUDGET_ACHATS           LIGNES_BUDGET_ACHATS_PK        NORMAL                      UNIQUE             0           0 01-JUN-14 YES         131072  2147483645     1048576
STORELAND                      CODEAXESTAT                                  7 LIGNES_BUDGET_ACHATS           LIGNES_BUDGET_ACHATS_PK        NORMAL                      UNIQUE             0           0 01-JUN-14 YES         131072  2147483645     1048576
STORELAND                      CODEELEMENTSTAT                              8 LIGNES_BUDGET_ACHATS           LIGNES_BUDGET_ACHATS_PK        NORMAL                      UNIQUE             0           0 01-JUN-14 YES         131072  2147483645     1048576
STORELAND                      DATEDEBUT                                    9 LIGNES_BUDGET_ACHATS           LIGNES_BUDGET_ACHATS_PK        NORMAL                      UNIQUE             0           0 01-JUN-14 YES         131072  2147483645     1048576
STORELAND                      DATEFIN                                     10 LIGNES_BUDGET_ACHATS           LIGNES_BUDGET_ACHATS_PK        NORMAL                      UNIQUE             0           0 01-JUN-14 YES         131072  2147483645     1048576
STORELAND                      CODESAISON                                   1 LIGNES_CADRAGE_PLAN_COLLECTION LIGNES_CADRAGE_PLAN_COL_PK     NORMAL                      UNIQUE             0           0 01-JUN-14 YES         196608  2147483645     1048576
STORELAND                      CODEZONEPLANCOLLECTION                       2 LIGNES_CADRAGE_PLAN_COLLECTION LIGNES_CADRAGE_PLAN_COL_PK     NORMAL                      UNIQUE             0           0 01-JUN-14 YES         196608  2147483645     1048576
STORELAND                      CODEAXESTAT                                  3 LIGNES_CADRAGE_PLAN_COLLECTION LIGNES_CADRAGE_PLAN_COL_PK     NORMAL                      UNIQUE             0           0 01-JUN-14 YES         196608  2147483645     1048576
STORELAND                      CODEELEMENTSTAT                              4 LIGNES_CADRAGE_PLAN_COLLECTION LIGNES_CADRAGE_PLAN_COL_PK     NORMAL                      UNIQUE             0           0 01-JUN-14 YES         196608  2147483645     1048576
STORELAND                      CODECLASSPROD0                               5 LIGNES_CADRAGE_PLAN_COLLECTION LIGNES_CADRAGE_PLAN_COL_PK     NORMAL                      UNIQUE             0           0 01-JUN-14 YES         196608  2147483645     1048576
STORELAND                      CODECLASSPROD1                               6 LIGNES_CADRAGE_PLAN_COLLECTION LIGNES_CADRAGE_PLAN_COL_PK     NORMAL                      UNIQUE             0           0 01-JUN-14 YES         196608  2147483645     1048576
STORELAND                      CODECLASSPROD2                               7 LIGNES_CADRAGE_PLAN_COLLECTION LIGNES_CADRAGE_PLAN_COL_PK     NORMAL                      UNIQUE             0           0 01-JUN-14 YES         196608  2147483645     1048576
STORELAND                      CODECLASSPROD3                               8 LIGNES_CADRAGE_PLAN_COLLECTION LIGNES_CADRAGE_PLAN_COL_PK     NORMAL                      UNIQUE             0           0 01-JUN-14 YES         196608  2147483645     1048576
STORELAND                      CODEUNITEPRESENTATION                        9 LIGNES_CADRAGE_PLAN_COLLECTION LIGNES_CADRAGE_PLAN_COL_PK     NORMAL                      UNIQUE             0           0 01-JUN-14 YES         196608  2147483645     1048576
STORELAND                      CODEMODULEASSORT                            10 LIGNES_CADRAGE_PLAN_COLLECTION LIGNES_CADRAGE_PLAN_COL_PK     NORMAL                      UNIQUE             0           0 01-JUN-14 YES         196608  2147483645     1048576
STORELAND                      CODESAISON                                   1 LIGNES_CALCUL_PLAN_ASSORTIMENT LIGNES_CPA_PK                  NORMAL                      UNIQUE             0           0 01-JUN-14 YES         196608  2147483645     1048576
STORELAND                      CODEAXESTAT                                  2 LIGNES_CALCUL_PLAN_ASSORTIMENT LIGNES_CPA_PK                  NORMAL                      UNIQUE             0           0 01-JUN-14 YES         196608  2147483645     1048576
STORELAND                      CODEELEMENTSTAT                              3 LIGNES_CALCUL_PLAN_ASSORTIMENT LIGNES_CPA_PK                  NORMAL                      UNIQUE             0           0 01-JUN-14 YES         196608  2147483645     1048576
STORELAND                      CODECLASSPROD0                               4 LIGNES_CALCUL_PLAN_ASSORTIMENT LIGNES_CPA_PK                  NORMAL                      UNIQUE             0           0 01-JUN-14 YES         196608  2147483645     1048576
STORELAND                      CODECLASSPROD1                               5 LIGNES_CALCUL_PLAN_ASSORTIMENT LIGNES_CPA_PK                  NORMAL                      UNIQUE             0           0 01-JUN-14 YES         196608  2147483645     1048576
STORELAND                      CODECLASSPROD2                               6 LIGNES_CALCUL_PLAN_ASSORTIMENT LIGNES_CPA_PK                  NORMAL                      UNIQUE             0           0 01-JUN-14 YES         196608  2147483645     1048576
STORELAND                      CODECLASSPROD3                               7 LIGNES_CALCUL_PLAN_ASSORTIMENT LIGNES_CPA_PK                  NORMAL                      UNIQUE             0           0 01-JUN-14 YES         196608  2147483645     1048576
STORELAND                      CODEMAGASIN                                  8 LIGNES_CALCUL_PLAN_ASSORTIMENT LIGNES_CPA_PK                  NORMAL                      UNIQUE             0           0 01-JUN-14 YES         196608  2147483645     1048576
STORELAND                      CODEGROUPERATIOTAILLE                        9 LIGNES_CALCUL_PLAN_ASSORTIMENT LIGNES_CPA_PK                  NORMAL                      UNIQUE             0           0 01-JUN-14 YES         196608  2147483645     1048576
STORELAND                      CODEPRODUIT                                 10 LIGNES_CALCUL_PLAN_ASSORTIMENT LIGNES_CPA_PK                  NORMAL                      UNIQUE             0           0 01-JUN-14 YES         196608  2147483645     1048576
STORELAND                      TAILLE                                      11 LIGNES_CALCUL_PLAN_ASSORTIMENT LIGNES_CPA_PK                  NORMAL                      UNIQUE             0           0 01-JUN-14 YES         196608  2147483645     1048576
STORELAND                      TYPELIGNE                                   12 LIGNES_CALCUL_PLAN_ASSORTIMENT LIGNES_CPA_PK                  NORMAL                      UNIQUE             0           0 01-JUN-14 YES         196608  2147483645     1048576
STORELAND                      CODECATALOGUENEG                             1 LIGNES_CATALOGUE_NEG           LIGNES_CATALOGUE_NEG_PK        NORMAL                      UNIQUE             0           0 01-JUN-14 YES         196608  2147483645     1048576
STORELAND                      CODEPRODUIT                                  2 LIGNES_CATALOGUE_NEG           LIGNES_CATALOGUE_NEG_PK        NORMAL                      UNIQUE             0           0 01-JUN-14 YES         196608  2147483645     1048576
STORELAND                      CODECOLORIS                                  3 LIGNES_CATALOGUE_NEG           LIGNES_CATALOGUE_NEG_PK        NORMAL                      UNIQUE             0           0 01-JUN-14 YES         196608  2147483645     1048576
STORELAND                      CODESITE                                     1 LIGNES_CDE_DOCPROFORMAT        LIGNES_CDE_DOCPROFORMAT_FK1    NORMAL                      NONUNIQUE          0           0 01-JUN-14 YES         327680  2147483645     1048576
STORELAND                      NUMFACTURE                                   2 LIGNES_CDE_DOCPROFORMAT        LIGNES_CDE_DOCPROFORMAT_FK1    NORMAL                      NONUNIQUE          0           0 01-JUN-14 YES         327680  2147483645     1048576
STORELAND                      CODECOMMANDE                                 1 LIGNES_CDE_DOCPROFORMAT        LIGNES_CDE_DOCPROFORMAT_PK     NORMAL                      NONUNIQUE          0           0 01-JUN-14 YES         327680  2147483645     1048576
STORELAND                      CODETYPESITE                                 2 LIGNES_CDE_DOCPROFORMAT        LIGNES_CDE_DOCPROFORMAT_PK     NORMAL                      NONUNIQUE          0           0 01-JUN-14 YES         327680  2147483645     1048576
STORELAND                      CODESITEDEPART                               3 LIGNES_CDE_DOCPROFORMAT        LIGNES_CDE_DOCPROFORMAT_PK     NORMAL                      NONUNIQUE          0           0 01-JUN-14 YES         327680  2147483645     1048576
STORELAND                      NOCOLIS                                      4 LIGNES_CDE_DOCPROFORMAT        LIGNES_CDE_DOCPROFORMAT_PK     NORMAL                      NONUNIQUE          0           0 01-JUN-14 YES         327680  2147483645     1048576
STORELAND                      CODECOMPOSANT                                5 LIGNES_CDE_DOCPROFORMAT        LIGNES_CDE_DOCPROFORMAT_PK     NORMAL                      NONUNIQUE          0           0 01-JUN-14 YES         327680  2147483645     1048576
STORELAND                      CODECOLORIS                                  6 LIGNES_CDE_DOCPROFORMAT        LIGNES_CDE_DOCPROFORMAT_PK     NORMAL                      NONUNIQUE          0           0 01-JUN-14 YES         327680  2147483645     1048576
STORELAND                      CODERECEPTION                                7 LIGNES_CDE_DOCPROFORMAT        LIGNES_CDE_DOCPROFORMAT_PK     NORMAL                      NONUNIQUE          0           0 01-JUN-14 YES         327680  2147483645     1048576
STORELAND                      CODELISTEPICKINGCOMP                         8 LIGNES_CDE_DOCPROFORMAT        LIGNES_CDE_DOCPROFORMAT_PK     NORMAL                      NONUNIQUE          0           0 01-JUN-14 YES         327680  2147483645     1048576
STORELAND                      CODESITE                                     1 LIGNES_CDE_MAG_COLIS           LIGNES_CDE_MAG_COLIS_PK        NORMAL                      UNIQUE             0           0 01-JUN-14 YES         196608  2147483645     1048576
STORELAND                      CODECOMMANDE                                 2 LIGNES_CDE_MAG_COLIS           LIGNES_CDE_MAG_COLIS_PK        NORMAL                      UNIQUE             0           0 01-JUN-14 YES         196608  2147483645     1048576
STORELAND                      CODEMAGASIN                                  3 LIGNES_CDE_MAG_COLIS           LIGNES_CDE_MAG_COLIS_PK        NORMAL                      UNIQUE             0           0 01-JUN-14 YES         196608  2147483645     1048576
STORELAND                      CODECOLISAGE                                 4 LIGNES_CDE_MAG_COLIS           LIGNES_CDE_MAG_COLIS_PK        NORMAL                      UNIQUE             0           0 01-JUN-14 YES         196608  2147483645     1048576
STORELAND                      DATELIVRAISONREPORTEE                        5 LIGNES_CDE_MAG_COLIS           LIGNES_CDE_MAG_COLIS_PK        NORMAL                      UNIQUE             0           0 01-JUN-14 YES         196608  2147483645     1048576
STORELAND                      CODEMAGASIN                                  1 LIGNES_CDE_MAG_DEPOT           LIGNES_CDE_MAG_DEPOT_FK1       NORMAL                      NONUNIQUE          0           0 01-JUN-14 YES         131072  2147483645     1048576
STORELAND                      CODEINTERNEARTICLE                           2 LIGNES_CDE_MAG_DEPOT           LIGNES_CDE_MAG_DEPOT_FK1       NORMAL                      NONUNIQUE          0           0 01-JUN-14 YES         131072  2147483645     1048576
STORELAND                      CODESITE                                     3 LIGNES_CDE_MAG_DEPOT           LIGNES_CDE_MAG_DEPOT_FK1       NORMAL                      NONUNIQUE          0           0 01-JUN-14 YES         131072  2147483645     1048576
STORELAND                      CODECOMMANDE                                 4 LIGNES_CDE_MAG_DEPOT           LIGNES_CDE_MAG_DEPOT_FK1       NORMAL                      NONUNIQUE          0           0 01-JUN-14 YES         131072  2147483645     1048576
STORELAND                      CODEINTERNEARTICLE                           1 LIGNES_CDE_MAG_DEPOT           LIGNES_CDE_MAG_DEPOT_FK2       NORMAL                      NONUNIQUE          0           0 01-JUN-14 YES         131072  2147483645     1048576
STORELAND                      CODESITE                                     2 LIGNES_CDE_MAG_DEPOT           LIGNES_CDE_MAG_DEPOT_FK2       NORMAL                      NONUNIQUE          0           0 01-JUN-14 YES         131072  2147483645     1048576
STORELAND                      CODECOMMANDE                                 3 LIGNES_CDE_MAG_DEPOT           LIGNES_CDE_MAG_DEPOT_FK2       NORMAL                      NONUNIQUE          0           0 01-JUN-14 YES         131072  2147483645     1048576
STORELAND                      CODESITE                                     1 LIGNES_CDE_MAG_DEPOT           LIGNES_CDE_MAG_DEPOT_PK        NORMAL                      UNIQUE             0           0 01-JUN-14 YES         131072  2147483645     1048576
STORELAND                      CODECOMMANDE                                 2 LIGNES_CDE_MAG_DEPOT           LIGNES_CDE_MAG_DEPOT_PK        NORMAL                      UNIQUE             0           0 01-JUN-14 YES         131072  2147483645     1048576
STORELAND                      CODEMAGASIN                                  3 LIGNES_CDE_MAG_DEPOT           LIGNES_CDE_MAG_DEPOT_PK        NORMAL                      UNIQUE             0           0 01-JUN-14 YES         131072  2147483645     1048576
STORELAND                      CODEINTERNEARTICLE                           4 LIGNES_CDE_MAG_DEPOT           LIGNES_CDE_MAG_DEPOT_PK        NORMAL                      UNIQUE             0           0 01-JUN-14 YES         131072  2147483645     1048576
STORELAND                      DATELIVRAISONREPORTEE                        5 LIGNES_CDE_MAG_DEPOT           LIGNES_CDE_MAG_DEPOT_PK        NORMAL                      UNIQUE             0           0 01-JUN-14 YES         131072  2147483645     1048576
STORELAND                      CODESITE                                     1 LIGNES_CMD_COLIS_A_PREPARER    LIGNES_CMD_COLIS_A_PREPARER_PK NORMAL                      UNIQUE             0           0 01-JUN-14 YES         327680  2147483645     1048576
STORELAND                      CODECOMMANDE                                 2 LIGNES_CMD_COLIS_A_PREPARER    LIGNES_CMD_COLIS_A_PREPARER_PK NORMAL                      UNIQUE             0           0 01-JUN-14 YES         327680  2147483645     1048576
STORELAND                      CODECOLISAGE                                 3 LIGNES_CMD_COLIS_A_PREPARER    LIGNES_CMD_COLIS_A_PREPARER_PK NORMAL                      UNIQUE             0           0 01-JUN-14 YES         327680  2147483645     1048576
STORELAND                      CODEINTERNEARTICLE                           1 LIGNES_COLISAGE_STANDARD       LIGNES_COLISAGE_STANDARD_FK1   NORMAL                      NONUNIQUE          0           0 01-JUN-14 YES         327680  2147483645     1048576
STORELAND                      CODECOLISAGE                                 1 LIGNES_COLISAGE_STANDARD       LIGNES_COLISAGE_STANDARD_PK    NORMAL                      UNIQUE             0           0 01-JUN-14 YES         327680  2147483645     1048576
STORELAND                      CODEINTERNEARTICLE                           2 LIGNES_COLISAGE_STANDARD       LIGNES_COLISAGE_STANDARD_PK    NORMAL                      UNIQUE             0           0 01-JUN-14 YES         327680  2147483645     1048576
STORELAND                      CODEINTERNEARTICLE                           1 LIGNES_COMMANDE                LIGNES_COMMANDE_FK1            NORMAL                      UNIQUE             0           0 01-JUN-14 YES         327680  2147483645     1048576
STORELAND                      CODESITE                                     2 LIGNES_COMMANDE                LIGNES_COMMANDE_FK1            NORMAL                      UNIQUE             0           0 01-JUN-14 YES         327680  2147483645     1048576
STORELAND                      CODECOMMANDE                                 3 LIGNES_COMMANDE                LIGNES_COMMANDE_FK1            NORMAL                      UNIQUE             0           0 01-JUN-14 YES         327680  2147483645     1048576
