STORELAND.Table_name                        Rows_count
TYPES_RESERVE_TRANSPORT                              0
TYPES_RETOUR_CLIENT                                  7
TYPES_RETOUR_DEPOT                                   4
TYPES_RETOUR_MAGASIN                                 1
TYPES_SAV                                            0
TYPES_SOCIETE                                        3
TYPES_STOCKAGE                                       2
TYPES_SURCOUT_ACHAT                                  2
TYPES_TARIF                                          5
TYPES_TARIF_NEG                                      0
TYPES_TRF_INTER_MAGASIN                              0
TYPES_US_STATES                                      0
TYPES_UTILISATEUR                                   20
TYPES_VALIDITE_CARTE_CLIENT                          4
TYPES_VOIE_ADRESSE                                 157
TYPE_AXE_STATISTIQUE                                10
TYPE_EDITION                                         0
TYPE_OPERATION_MARKETING                             6
UNITES_CONDITIONNEMENT                               1
UNITES_GESTION                                       5
UNITES_PRESENTATION                                  0
UNITES_PRESENTATION_LANGUES                          0
UTILISATEURS                                       112
VAGUES_TRIEUSE                                       0
VALEURS_PARAMETRE_PCW                                0
VALIDITE_PTS_FIDELITE_CLIENT                   926,617
VARIANTES                                            1
VARIANTES_PAYS                                       0
VENTES_ARTICLE_INCONNU                       1,387,596
VENTES_ARTICLE_MAG_PERIODE                   4,482,753
VENTES_ARTICLE_PERIODE                       1,634,729
VENTES_CLIENT                                8,346,398
VENTES_TRANCHE_HORAIRE                               0
VENTIL_REC_CDE_MAG_DEPOT                             0
VERSION_BASE                                         0
VIDAGE_RADIO                                         0
VILLES                                               0
VM_SUP_CARTE_FID_CLI                                 0
WEB_ADR_CLIENT_COMMANDE                              0
WEB_MODES_LIVRAISON_CLIENT                           0
WST_CONTROLE_DOC_ATTACHE                             0
WST_SESSIONS                                     3,454
WST_SESSIONSPAIEMENT                             3,892
XML_ADRESSES_CLIENTS                                 0
XML_CLIENTS                                          0
XML_COMMANDES                                        0
XML_COMPOSANTS                                       0
XML_EXPORTS_MAGASIN                                  0
XML_EXP_EXPORTS_MAGASIN                              0
XML_EXP_IMPORTS_MAGASIN                              0
XML_EXP_INVENTAIRES_MAGASIN                          0
XML_EXP_RECEPTIONS_MAGASIN                           0
XML_EXP_RETOURS_DEPOT                                0
XML_IMPORTS_MAGASIN                                  0
XML_INVENTAIRES_DEPOT                                0
XML_INVENTAIRES_MAGASIN                              0
XML_LIGNES_EXPORT_MAGASIN                            0
XML_LIGNES_IMPORT_MAGASIN                            0
XML_LIGNES_INVENTAIRE_DEPOT                          0
XML_LIGNES_INVENTAIRE_MAGASIN                        0
XML_LIGNES_LIVRAISON_MAGASIN                         0
XML_LIGNES_RECEPTION                                 0
XML_LIGNES_RECEPTION_MAGASIN                         0
XML_LIGNES_REINTEGRATION_DEPOT                       0
XML_LIGNES_RETOUR_DEPOT                              0
XML_LISTES_PICKING                                   0
XML_LIVRAISONS_MAGASIN                               0
XML_LOG_RECEPTIONS_MAGASIN                           0
XML_LOG_RETOURS_DEPOT                                0
XML_RECEPTIONS                                       0
XML_RECEPTIONS_MAGASIN                               0
XML_REINTEGRATIONS_DEPOT                             0
XML_RESERVATION                                      0
XML_RETOURS_DEPOT                                    0
XML_SORTIES_DEPOT                                    0
XML_TARIFS                                           0
XML_TICKETS                                          0
ZONES_PLAN_COLLECTION                                0
select 'Article0901' as tbl_name, count (1)  as nb_lignes from Article0901
select 'TicketsDecisionnel0901' as tbl_name, count (1)  as nb_lignes from TicketsDecisionnel0901
select 'temp_ecart_prix' as tbl_name, count (1)  as nb_lignes from temp_ecart_prix
select 'tmpDec0701' as tbl_name, count (1)  as nb_lignes from tmpDec0701
select 'tmp_Matricule_RG' as tbl_name, count (1)  as nb_lignes from tmp_Matricule_RG
select 'tmp_TopGU' as tbl_name, count (1)  as nb_lignes from tmp_TopGU
select 'tmp_article_a_detopper' as tbl_name, count (1)  as nb_lignes from tmp_article_a_detopper
select 'tmp_ecart_SAP_13_11' as tbl_name, count (1)  as nb_lignes from tmp_ecart_SAP_13_11
