SQL> select at.table_name, at.status, at.num_rows, at.last_analyzed , atc.data_type
  2       , ai.index_name, ai.index_type, ai.uniqueness, ai.leaf_blocks, ai.distinct_keys, ai.status as i_status, ai.last_analyzed as i_last_analyzed, ai.global_stats
  3       , aic.column_name, aic.column_position
  4    from all_tables at
  5         inner join all_indexes ai on ai.table_name = at.table_name
  6         inner join all_ind_columns aic on aic.index_name = ai.index_name
  7         inner join all_tab_columns atc on atc.table_name = aic.table_name and atc.column_name = aic.column_name
  8   where at.owner  in ( 'STORELAND' )
  9     ---and at.table_name in ('LBM_VENTE_POSTE', 'LBM_CP_HISTO')
 10   order by at.table_name, ai.index_name, aic.column_position
 11  ;
TABLE_NAME                     STATUS     NUM_ROWS LAST_ANAL DATA_TYPE                      INDEX_NAME                     INDEX_TYPE                     UNIQUENES LEAF_BLOCKS DISTINCT_KEYS I_STATUS I_LAST_AN GLO COLUMN_NAME                    COLUMN_POSITION
CLASSEURS_MESSAGE              VALID           545 08-MAY-17 VARCHAR2                       CLASSEURS_MESSAGE_FK1          NORMAL                         NONUNIQUE           3           545 VALID    08-MAY-17 YES LIBCLASSEURMESSAGE                           1
CLASSEURS_MESSAGE              VALID           545 08-MAY-17 NUMBER                         CLASSEURS_MESSAGE_FK1          NORMAL                         NONUNIQUE           3           545 VALID    08-MAY-17 YES CODEUTILISATEUR                              2
CLASSEURS_MESSAGE              VALID           545 08-MAY-17 NUMBER                         CLASSEURS_MESSAGE_PK           NORMAL                         UNIQUE              2           545 VALID    08-MAY-17 YES CODECLASSEURMESSAGE                          1
CLASSEURS_MESSAGE              VALID           545 08-MAY-17 NUMBER                         CLASSEURS_MESSAGE_PK           NORMAL                         UNIQUE              2           545 VALID    08-MAY-17 YES CODEUTILISATEUR                              2
CLASSPROD0                     VALID             3 24-OCT-17 VARCHAR2                       CLASSPROD0_PK                  NORMAL                         UNIQUE              1             3 VALID    24-OCT-17 YES CODECLASSPROD0                               1
CLASSPROD0_LANGUE              VALID             0 01-JUN-14 VARCHAR2                       CLASSPROD0_LANGUE_PK           NORMAL                         UNIQUE              0             0 VALID    01-JUN-14 YES CODECLASSPROD0                               1
CLASSPROD0_LANGUE              VALID             0 01-JUN-14 NUMBER                         CLASSPROD0_LANGUE_PK           NORMAL                         UNIQUE              0             0 VALID    01-JUN-14 YES CODELANGUE                                   2
CLASSPROD1                     VALID            98 23-OCT-17 VARCHAR2                       CLASSPROD1_FK1                 NORMAL                         NONUNIQUE           1            93 VALID    23-OCT-17 YES LIBCLASSPROD1                                1
CLASSPROD1                     VALID            98 23-OCT-17 VARCHAR2                       CLASSPROD1_PK                  NORMAL                         UNIQUE              1            98 VALID    23-OCT-17 YES CODECLASSPROD1                               1
CLASSPROD1_LANGUE              VALID             0 01-JUN-14 VARCHAR2                       CLASSPROD1_LANGUE_PK           NORMAL                         UNIQUE              0             0 VALID    01-JUN-14 YES CODECLASSPROD1                               1
CLASSPROD1_LANGUE              VALID             0 01-JUN-14 NUMBER                         CLASSPROD1_LANGUE_PK           NORMAL                         UNIQUE              0             0 VALID    01-JUN-14 YES CODELANGUE                                   2
CLASSPROD2                     VALID           603 11-OCT-17 VARCHAR2                       CLASSPROD2_FK1                 NORMAL                         NONUNIQUE           4           536 VALID    11-OCT-17 YES LIBCLASSPROD2                                1
CLASSPROD2                     VALID           603 11-OCT-17 VARCHAR2                       CLASSPROD2_FK2                 NORMAL                         NONUNIQUE           3            87 VALID    11-OCT-17 YES CODECLASSPROD1                               1
CLASSPROD2                     VALID           603 11-OCT-17 VARCHAR2                       CLASSPROD2_PK                  NORMAL                         UNIQUE              3           603 VALID    11-OCT-17 YES CODECLASSPROD2                               1
CLASSPROD2_LANGUE              VALID             0 01-JUN-14 VARCHAR2                       CLASSPROD2_LANGUE_PK           NORMAL                         UNIQUE              0             0 VALID    01-JUN-14 YES CODECLASSPROD2                               1
CLASSPROD2_LANGUE              VALID             0 01-JUN-14 NUMBER                         CLASSPROD2_LANGUE_PK           NORMAL                         UNIQUE              0             0 VALID    01-JUN-14 YES CODELANGUE                                   2
CLASSPROD3                     VALID          9398 19-SEP-17 VARCHAR2                       CLASSPROD3_FK1                 NORMAL                         NONUNIQUE          58          6881 VALID    19-SEP-17 YES LIBCLASSPROD3                                1
CLASSPROD3                     VALID          9398 19-SEP-17 VARCHAR2                       CLASSPROD3_FK2                 NORMAL                         NONUNIQUE          49           592 VALID    19-SEP-17 YES CODECLASSPROD2                               1
CLASSPROD3                     VALID          9398 19-SEP-17 VARCHAR2                       CLASSPROD3_PK                  NORMAL                         UNIQUE             29          9398 VALID    19-SEP-17 YES CODECLASSPROD3                               1
CLASSPROD3_LANGUE              VALID             0 01-JUN-14 VARCHAR2                       CLASSPROD3_LANGUE_PK           NORMAL                         UNIQUE              0             0 VALID    01-JUN-14 YES CODECLASSPROD3                               1
CLASSPROD3_LANGUE              VALID             0 01-JUN-14 NUMBER                         CLASSPROD3_LANGUE_PK           NORMAL                         UNIQUE              0             0 VALID    01-JUN-14 YES CODELANGUE                                   2
CLIENTS                        VALID        696423 23-OCT-17 VARCHAR2                       CLIENTS_FK1                    NORMAL                         NONUNIQUE        6649         42150 VALID    23-OCT-17 YES CODETYPEVALIDITECARTE                        1
CLIENTS                        VALID        696423 23-OCT-17 DATE                           CLIENTS_FK1                    NORMAL                         NONUNIQUE        6649         42150 VALID    23-OCT-17 YES DATEEXPIRATIONCARTE                          2
CLIENTS                        VALID        696423 23-OCT-17 DATE                           CLIENTS_FK1                    NORMAL                         NONUNIQUE        6649         42150 VALID    23-OCT-17 YES DATECREATIONCARTE                            3
CLIENTS                        VALID        696423 23-OCT-17 VARCHAR2                       CLIENTS_FK10                   NORMAL                         NONUNIQUE        2333         71942 VALID    23-OCT-17 YES PRENOM                                       1
CLIENTS                        VALID        696423 23-OCT-17 VARCHAR2                       CLIENTS_FK11                   NORMAL                         NONUNIQUE           4           808 VALID    23-OCT-17 YES NOMJEUNEFILLE                                1
CLIENTS                        VALID        696423 23-OCT-17 VARCHAR2                       CLIENTS_FK12                   NORMAL                         NONUNIQUE        2059        494506 VALID    23-OCT-17 YES CODECLIENTEXTERNE                            1
CLIENTS                        VALID        696423 23-OCT-17 NUMBER                         CLIENTS_FK13                   NORMAL                         NONUNIQUE        1460             2 VALID    23-OCT-17 YES CLIENTCOMPTE                                 1
CLIENTS                        VALID        696423 23-OCT-17 NUMBER                         CLIENTS_FK2                    NORMAL                         NONUNIQUE        1729           297 VALID    23-OCT-17 YES CODEMAGASINCOURANT                           1
CLIENTS                        VALID        696423 23-OCT-17 VARCHAR2                       CLIENTS_FK4                    NORMAL                         NONUNIQUE        1952        113079 VALID    23-OCT-17 YES MATCHCODENOM                                 1
CLIENTS                        VALID        696423 23-OCT-17 VARCHAR2                       CLIENTS_FK5                    NORMAL                         NONUNIQUE           3           422 VALID    23-OCT-17 YES MATCHCODENOMJEUNEFILLE                       1
CLIENTS                        VALID        696423 23-OCT-17 VARCHAR2                       CLIENTS_FK6                    NORMAL                         NONUNIQUE        2097         33394 VALID    23-OCT-17 YES MATCHCODEPRENOM                              1
CLIENTS                        VALID        696423 23-OCT-17 NUMBER                         CLIENTS_FK7                    NORMAL                         NONUNIQUE        2231        696417 VALID    23-OCT-17 YES CODEADRESSECLIENT                            1
CLIENTS                        VALID        696423 23-OCT-17 VARCHAR2                       CLIENTS_PK                     NORMAL                         UNIQUE           2857        696423 VALID    23-OCT-17 YES CODECLIENT                                   1
CLIENTS_ATTENTE_REF            VALID             0 01-JUN-14 VARCHAR2                       CLIENTS_ATTENTE_REF_PK         NORMAL                         UNIQUE              0             0 VALID    01-JUN-14 YES CODECARTEFIDELITE                            1
CLIENTS_GPE_MAGASIN            VALID       1187078 23-OCT-17 NUMBER                         CLIENTS_GPE_MAGASIN_FK1        NORMAL                         NONUNIQUE        2887             2 VALID    23-OCT-17 YES STATUS                                       1
CLIENTS_GPE_MAGASIN            VALID       1187078 23-OCT-17 VARCHAR2                       CLIENTS_GPE_MAGASIN_FK2        NORMAL                         NONUNIQUE        2947             6 VALID    23-OCT-17 YES CODEGROUPEMAGASIN                            1
CLIENTS_GPE_MAGASIN            VALID       1187078 23-OCT-17 DATE                           CLIENTS_GPE_MAGASIN_FK3        NORMAL                         NONUNIQUE          28          1441 VALID    23-OCT-17 YES DATESUPPRESSION                              1
CLIENTS_GPE_MAGASIN            VALID       1187078 23-OCT-17 VARCHAR2                       CLIENTS_GPE_MAGASIN_PK         NORMAL                         UNIQUE           6042       1174621 VALID    23-OCT-17 YES CODECLIENT                                   1
CLIENTS_GPE_MAGASIN            VALID       1187078 23-OCT-17 VARCHAR2                       CLIENTS_GPE_MAGASIN_PK         NORMAL                         UNIQUE           6042       1174621 VALID    23-OCT-17 YES CODEGROUPEMAGASIN                            2
CLIENTS_GPE_MAGASIN_SUPP_CRM   VALID        140056 04-JUN-14 VARCHAR2                       CLIENTS_GPE_MAGSUPPCRM_PK      NORMAL                         UNIQUE            452        141000 VALID    04-JUN-14 YES CODECLIENT                                   1
CLIENTS_GPE_MAGASIN_SUPP_CRM   VALID        140056 04-JUN-14 VARCHAR2                       CLIENTS_GPE_MAGSUPPCRM_PK      NORMAL                         UNIQUE            452        141000 VALID    04-JUN-14 YES CODEGROUPEMAGASIN                            2
CLIENTS_NEG                    VALID             0 01-JUN-14 VARCHAR2                       CLIENTS_NEG_PK                 NORMAL                         UNIQUE              0             0 VALID    01-JUN-14 YES CODECLIENTNEG                                1
CLIENTS_SOCIETES_NEG           VALID             0 01-JUN-14 VARCHAR2                       CLIENTS_SOCIETES_NEG_PK        NORMAL                         UNIQUE              0             0 VALID    01-JUN-14 YES CODECLIENTNEG                                1
CLIENTS_SOCIETES_NEG           VALID             0 01-JUN-14 NUMBER                         CLIENTS_SOCIETES_NEG_PK        NORMAL                         UNIQUE              0             0 VALID    01-JUN-14 YES CODETYPEFACTURATIONNEG                       2
CLIENTS_SOCIETES_NEG           VALID             0 01-JUN-14 NUMBER                         CLIENTS_SOCIETES_NEG_PK        NORMAL                         UNIQUE              0             0 VALID    01-JUN-14 YES CODESOCIETE                                  3
CODES_DOUANIERS                VALID             1 07-AUG-15 VARCHAR2                       CODES_DOUANIERS_PK             NORMAL                         UNIQUE              1             1 VALID    07-AUG-15 YES CODEDOUANIER                                 1
CODES_DOUANIERS_PAYS_FAB       VALID             1 07-AUG-15 VARCHAR2                       CODES_DOUANIERS_PAYS_FAB_PK    NORMAL                         UNIQUE              1             1 VALID    07-AUG-15 YES CODEDOUANIER                                 1
CODES_DOUANIERS_PAYS_FAB       VALID             1 07-AUG-15 VARCHAR2                       CODES_DOUANIERS_PAYS_FAB_PK    NORMAL                         UNIQUE              1             1 VALID    07-AUG-15 YES CODEPAYSFABRICATION                          2
CODES_DOUANIERS_PAYS_FAB       VALID             1 07-AUG-15 VARCHAR2                       CODES_DOUANIERS_PAYS_FAB_PK    NORMAL                         UNIQUE              1             1 VALID    07-AUG-15 YES CODEPAYSDESTINATION                          3
CODES_ENTRETIEN_COMPOSANT      VALID             0 01-JUN-14 VARCHAR2                       CODES_ENTRETIEN_COMPOSANT_PK   NORMAL                         UNIQUE              0             0 VALID    01-JUN-14 YES CODECOMPOSANT                                1
CODES_ENTRETIEN_COMPOSANT      VALID             0 01-JUN-14 VARCHAR2                       CODES_ENTRETIEN_COMPOSANT_PK   NORMAL                         UNIQUE              0             0 VALID    01-JUN-14 YES CODEFOURNISSEUR                              2
CODES_ENTRETIEN_PRODUIT        VALID            10 07-AUG-15 VARCHAR2                       CODES_ENTRETIEN_PRODUIT_PK     NORMAL                         UNIQUE              1            10 VALID    07-AUG-15 YES CODEPRODUIT                                  1
CODES_ENTRETIEN_PRODUIT_COL    VALID             0 01-JUN-14 VARCHAR2                       CODES_ENTRETIEN_PRODUIT_COL_PK NORMAL                         UNIQUE              0             0 VALID    01-JUN-14 YES CODEPRODUIT                                  1
CODES_ENTRETIEN_PRODUIT_COL    VALID             0 01-JUN-14 VARCHAR2                       CODES_ENTRETIEN_PRODUIT_COL_PK NORMAL                         UNIQUE              0             0 VALID    01-JUN-14 YES CODECOLORIS                                  2
CODES_ERREUR_TERM_PORT         VALID             0 01-JUN-14 NUMBER                         CODES_ERREUR_TERM_PORT_PK      NORMAL                         UNIQUE              0             0 VALID    01-JUN-14 YES CODEERREUR                                   1
CODES_ETAT_CDE_WST             VALID             0 01-JUN-14 NUMBER                         CODES_ETAT_CDE_WST_PK          NORMAL                         UNIQUE              0             0 VALID    01-JUN-14 YES CODEETATCDEWST                               1
CODES_ETAT_FACTURE_MAGASIN     VALID             0 01-JUN-14 NUMBER                         CODES_ETAT_FACTURE_MAGASIN_PK  NORMAL                         UNIQUE              0             0 VALID    01-JUN-14 YES CODEETATFACTUREMAGASIN                       1
CODES_ETAT_LIGNE_CDE_WST       VALID             0 01-JUN-14 NUMBER                         CODES_ETAT_LIGNE_CDE_WST_PK    NORMAL                         UNIQUE              0             0 VALID    01-JUN-14 YES CODEETATLIGNECDEWST                          1
CODES_ETAT_TERM_PORT           VALID             0 01-JUN-14 NUMBER                         CODES_ETAT_TERM_PORT_PK        NORMAL                         UNIQUE              0             0 VALID    01-JUN-14 YES CODEETAT                                     1
CODES_INCOTERM                 VALID             0 01-JUN-14 VARCHAR2                       CODES_INCOTERM_FK1             NORMAL                         NONUNIQUE           0             0 VALID    01-JUN-14 YES LIBINCOTERM                                  1
CODES_INCOTERM                 VALID             0 01-JUN-14 VARCHAR2                       CODES_INCOTERM_PK              NORMAL                         UNIQUE              0             0 VALID    01-JUN-14 YES CODEINCOTERM                                 1
CODES_INCOTERM_LANGUE          VALID             0 01-JUN-14 VARCHAR2                       CODES_INCOTERM_LANGUE_PK       NORMAL                         UNIQUE              0             0 VALID    01-JUN-14 YES CODEINCOTERM                                 1
CODES_INCOTERM_LANGUE          VALID             0 01-JUN-14 NUMBER                         CODES_INCOTERM_LANGUE_PK       NORMAL                         UNIQUE              0             0 VALID    01-JUN-14 YES CODELANGUE                                   2
CODES_MATIERE                  VALID             0 01-JUN-14 VARCHAR2                       CODES_MATIERE_PK               NORMAL                         UNIQUE              0             0 VALID    01-JUN-14 YES CODEMATIERE                                  1
CODES_MATIERE_LANGUE           VALID             0 01-JUN-14 VARCHAR2                       CODES_MATIERE_LANGUE_PK        NORMAL                         UNIQUE              0             0 VALID    01-JUN-14 YES CODEMATIERE                                  1
CODES_MATIERE_LANGUE           VALID             0 01-JUN-14 NUMBER                         CODES_MATIERE_LANGUE_PK        NORMAL                         UNIQUE              0             0 VALID    01-JUN-14 YES CODELANGUE                                   2
CODES_RAISONS_REGUL_FACTURE    VALID             6 07-AUG-15 NUMBER                         CODES_RAISONS_REGUL_FACTURE_PK NORMAL                         UNIQUE              1             6 VALID    07-AUG-15 YES CODERAISONREGUL                              1
CODES_RAPPROCHEMENT_RCP_MAG    VALID             0 01-JUN-14 VARCHAR2                       CODES_RAPPROCHEMENT_RCPMAG_FK1 NORMAL                         NONUNIQUE           0             0 VALID    01-JUN-14 YES LIBRAPPROCHEMENT                             1
CODES_RAPPROCHEMENT_RCP_MAG    VALID             0 01-JUN-14 NUMBER                         CODES_RAPPROCHEMENT_RCP_MAG_PK NORMAL                         UNIQUE              0             0 VALID    01-JUN-14 YES CODERAPPROCHEMENT                            1
CODES_TRAITEMENT_NUIT          VALID            36 07-AUG-15 NUMBER                         CODES_TRAITEMENT_NUIT_PK       NORMAL                         UNIQUE              1            36 VALID    07-AUG-15 YES CODETRAITEMENT                               1
COEFF_CORRECTION_PREV_VENTE    VALID             0 01-JUN-14 VARCHAR2                       COEFF_CORRECTION_PREV_VENTE_PK NORMAL                         UNIQUE              0             0 VALID    01-JUN-14 YES CODESAISON                                   1
COEFF_CORRECTION_PREV_VENTE    VALID             0 01-JUN-14 NUMBER                         COEFF_CORRECTION_PREV_VENTE_PK NORMAL                         UNIQUE              0             0 VALID    01-JUN-14 YES ANNEE                                        2
COEFF_CORRECTION_PREV_VENTE    VALID             0 01-JUN-14 NUMBER                         COEFF_CORRECTION_PREV_VENTE_PK NORMAL                         UNIQUE              0             0 VALID    01-JUN-14 YES SEMAINE                                      3
COEFF_CORRECTION_PREV_VENTE    VALID             0 01-JUN-14 VARCHAR2                       COEFF_CORRECTION_PREV_VENTE_PK NORMAL                         UNIQUE              0             0 VALID    01-JUN-14 YES CODECLASSPROD3                               4
COEFF_FACT_PRODUIT_SOCIETE     VALID             0 01-JUN-14 NUMBER                         COEFF_FACT_PRODUIT_SOCIETE_PK  NORMAL                         UNIQUE              0             0 VALID    01-JUN-14 YES CODESOCIETE                                  1
COEFF_FACT_PRODUIT_SOCIETE     VALID             0 01-JUN-14 VARCHAR2                       COEFF_FACT_PRODUIT_SOCIETE_PK  NORMAL                         UNIQUE              0             0 VALID    01-JUN-14 YES CODEPRODUIT                                  2
COLISAGES_STANDARD             VALID             0 01-JUN-14 VARCHAR2                       COLISAGES_STANDARD_FK1         NORMAL                         NONUNIQUE           0             0 VALID    01-JUN-14 YES CODEBARRECOLIS                               1
COLISAGES_STANDARD             VALID             0 01-JUN-14 VARCHAR2                       COLISAGES_STANDARD_PK          NORMAL                         UNIQUE              0             0 VALID    01-JUN-14 YES CODECOLISAGE                                 1
COLIS_STANDARD                 VALID             0 01-JUN-14 NUMBER                         COLIS_STANDARD_FK1             NORMAL                         NONUNIQUE           0             0 VALID    01-JUN-14 YES CODESITE                                     1
COLIS_STANDARD                 VALID             0 01-JUN-14 VARCHAR2                       COLIS_STANDARD_FK1             NORMAL                         NONUNIQUE           0             0 VALID    01-JUN-14 YES CODECOMMANDE                                 2
COLIS_STANDARD                 VALID             0 01-JUN-14 VARCHAR2                       COLIS_STANDARD_FK2             NORMAL                         NONUNIQUE           0             0 VALID    01-JUN-14 YES CODECOLISAGE                                 1
COLIS_STANDARD                 VALID             0 01-JUN-14 NUMBER                         COLIS_STANDARD_FK2             NORMAL                         NONUNIQUE           0             0 VALID    01-JUN-14 YES CODEMAGASIN                                  2
COLIS_STANDARD                 VALID             0 01-JUN-14 VARCHAR2                       COLIS_STANDARD_FK3             NORMAL                         NONUNIQUE           0             0 VALID    01-JUN-14 YES CODEBARRES                                   1
COLIS_STANDARD                 VALID             0 01-JUN-14 NUMBER                         COLIS_STANDARD_PK              NORMAL                         UNIQUE              0             0 VALID    01-JUN-14 YES CODEINTERNECOLIS                             1
COLORIS                        VALID             2 07-AUG-15 VARCHAR2                       COLORIS_FK1                    NORMAL                         NONUNIQUE           1             1 VALID    07-AUG-15 YES LIBCOLORIS                                   1
COLORIS                        VALID             2 07-AUG-15 VARCHAR2                       COLORIS_PK                     NORMAL                         UNIQUE              1             2 VALID    07-AUG-15 YES CODECOLORIS                                  1
COLORIS_DE_BASE                VALID             1 07-AUG-15 VARCHAR2                       COLORIS_DE_BASE_FK1            NORMAL                         NONUNIQUE           1             1 VALID    07-AUG-15 YES LIBCOLORISDEBASE                             1
COLORIS_DE_BASE                VALID             1 07-AUG-15 VARCHAR2                       COLORIS_DE_BASE_PK             NORMAL                         UNIQUE              1             1 VALID    07-AUG-15 YES CODECOLORISDEBASE                            1
COLORIS_LANGUE                 VALID             0 01-JUN-14 VARCHAR2                       COLORIS_LANGUE_PK              NORMAL                         UNIQUE              0             0 VALID    01-JUN-14 YES CODECOLORIS                                  1
COLORIS_LANGUE                 VALID             0 01-JUN-14 NUMBER                         COLORIS_LANGUE_PK              NORMAL                         UNIQUE              0             0 VALID    01-JUN-14 YES CODELANGUE                                   2
COLORIS_PAYS                   VALID             0 01-JUN-14 VARCHAR2                       COLORIS_PAYS_PK                NORMAL                         UNIQUE              0             0 VALID    01-JUN-14 YES CODECOLORIS                                  1
COLORIS_PAYS                   VALID             0 01-JUN-14 VARCHAR2                       COLORIS_PAYS_PK                NORMAL                         UNIQUE              0             0 VALID    01-JUN-14 YES CODEPAYS                                     2
COMMANDES                      VALID             0 01-JUN-14 VARCHAR2                       COMMANDES_FK1                  NORMAL                         NONUNIQUE           0             0 VALID    01-JUN-14 YES CODEFOURNISSEUR                              1
COMMANDES                      VALID             0 01-JUN-14 NUMBER                         COMMANDES_FK1                  NORMAL                         NONUNIQUE           0             0 VALID    01-JUN-14 YES CODEETATCOMMANDE                             2
COMMANDES                      VALID             0 01-JUN-14 NUMBER                         COMMANDES_FK1                  NORMAL                         NONUNIQUE           0             0 VALID    01-JUN-14 YES CODESITE                                     3
COMMANDES                      VALID             0 01-JUN-14 VARCHAR2                       COMMANDES_FK2                  NORMAL                         NONUNIQUE           0             0 VALID    01-JUN-14 YES CODEINTERNELC                                1
COMMANDES                      VALID             0 01-JUN-14 DATE                           COMMANDES_FK2                  NORMAL                         NONUNIQUE           0             0 VALID    01-JUN-14 YES DATEMODIFICATION                             2
COMMANDES                      VALID             0 01-JUN-14 VARCHAR2                       COMMANDES_FK2                  NORMAL                         NONUNIQUE           0             0 VALID    01-JUN-14 YES CODECOMMANDE                                 3
COMMANDES                      VALID             0 01-JUN-14 NUMBER                         COMMANDES_FK2                  NORMAL                         NONUNIQUE           0             0 VALID    01-JUN-14 YES CODESITE                                     4
COMMANDES                      VALID             0 01-JUN-14 VARCHAR2                       COMMANDES_PK                   NORMAL                         UNIQUE              0             0 VALID    01-JUN-14 YES CODECOMMANDE                                 1
COMMANDES                      VALID             0 01-JUN-14 NUMBER                         COMMANDES_PK                   NORMAL                         UNIQUE              0             0 VALID    01-JUN-14 YES CODESITE                                     2
COMMANDES_A_PREPARER           VALID             0 01-JUN-14 NUMBER                         COMMANDES_A_PREPARER_PK        NORMAL                         UNIQUE              0             0 VALID    01-JUN-14 YES CODESITE                                     1
COMMANDES_A_PREPARER           VALID             0 01-JUN-14 VARCHAR2                       COMMANDES_A_PREPARER_PK        NORMAL                         UNIQUE              0             0 VALID    01-JUN-14 YES CODECOMMANDE                                 2
COMMANDES_COLISAGE             VALID             0 01-JUN-14 NUMBER                         COMMANDES_COLISAGE_PK          NORMAL                         UNIQUE              0             0 VALID    01-JUN-14 YES CODESITE                                     1
COMMANDES_COLISAGE             VALID             0 01-JUN-14 VARCHAR2                       COMMANDES_COLISAGE_PK          NORMAL                         UNIQUE              0             0 VALID    01-JUN-14 YES CODECOMMANDE                                 2
COMMANDES_COLISAGE             VALID             0 01-JUN-14 NUMBER                         COMMANDES_COLISAGE_PK          NORMAL                         UNIQUE              0             0 VALID    01-JUN-14 YES CODEINTERNEARTICLE                           3
COMMANDES_COMPOSANTS_FACON     VALID             0 01-JUN-14 NUMBER                         COMMANDES_COMPOSANTS_FACON_FK1 NORMAL                         NONUNIQUE           0             0 VALID    01-JUN-14 YES CODESITE                                     1
COMMANDES_COMPOSANTS_FACON     VALID             0 01-JUN-14 VARCHAR2                       COMMANDES_COMPOSANTS_FACON_FK1 NORMAL                         NONUNIQUE           0             0 VALID    01-JUN-14 YES CODECOMMANDECOMPOSANT                        2
COMMANDES_COMPOSANTS_FACON     VALID             0 01-JUN-14 NUMBER                         COMMANDES_COMPOSANTS_FACON_PK  NORMAL                         UNIQUE              0             0 VALID    01-JUN-14 YES CODESITE                                     1
COMMANDES_COMPOSANTS_FACON     VALID             0 01-JUN-14 VARCHAR2                       COMMANDES_COMPOSANTS_FACON_PK  NORMAL                         UNIQUE              0             0 VALID    01-JUN-14 YES CODECOMMANDEFACON                            2
COMMANDES_COMPOSANTS_FACON     VALID             0 01-JUN-14 VARCHAR2                       COMMANDES_COMPOSANTS_FACON_PK  NORMAL                         UNIQUE              0             0 VALID    01-JUN-14 YES CODECOMMANDECOMPOSANT                        3
COMMANDES_MAG_DEPOT            VALID             0 01-JUN-14 NUMBER                         COMMANDES_MAG_DEPOT_PK         NORMAL                         UNIQUE              0             0 VALID    01-JUN-14 YES CODESITE                                     1
COMMANDES_MAG_DEPOT            VALID             0 01-JUN-14 VARCHAR2                       COMMANDES_MAG_DEPOT_PK         NORMAL                         UNIQUE              0             0 VALID    01-JUN-14 YES CODECOMMANDE                                 2
COMMANDES_NEG                  VALID             0 01-JUN-14 VARCHAR2                       COMMANDES_NEG_PK               NORMAL                         UNIQUE              0             0 VALID    01-JUN-14 YES CODECOMMANDENEG                              1
COMMANDES_WEB                  VALID             0 01-JUN-14 VARCHAR2                       COMMANDES_WEB_PK               NORMAL                         UNIQUE              0             0 VALID    01-JUN-14 YES CODECOMMANDE                                 1
COMMANDES_WST                  VALID             0 01-JUN-14 NUMBER                         COMMANDES_WST_PK               NORMAL                         UNIQUE              0             0 VALID    01-JUN-14 YES CODEMAGASIN                                  1
COMMANDES_WST                  VALID             0 01-JUN-14 VARCHAR2                       COMMANDES_WST_PK               NORMAL                         UNIQUE              0             0 VALID    01-JUN-14 YES CODECOMMANDEWST                              2
COMMENTAIRE_WST                VALID        250960 24-OCT-17 NUMBER                         COMMENTAIRE_WST_PK             NORMAL                         UNIQUE           1391        249586 VALID    24-OCT-17 YES TYPEIDENT                                    1
COMMENTAIRE_WST                VALID        250960 24-OCT-17 VARCHAR2                       COMMENTAIRE_WST_PK             NORMAL                         UNIQUE           1391        249586 VALID    24-OCT-17 YES CODEIDENT                                    2
COMMENTAIRE_WST                VALID        250960 24-OCT-17 NUMBER                         COMMENTAIRE_WST_PK             NORMAL                         UNIQUE           1391        249586 VALID    24-OCT-17 YES NUMLIGIDENT                                  3
COMMENTAIRE_WST                VALID        250960 24-OCT-17 NUMBER                         COMMENTAIRE_WST_PK             NORMAL                         UNIQUE           1391        249586 VALID    24-OCT-17 YES NUMLIGCOMM                                   4
COMPOSANTS                     VALID             0 01-JUN-14 VARCHAR2                       COMPOSANTS_FK1                 NORMAL                         UNIQUE              0             0 VALID    01-JUN-14 YES NOMCOMPOSANT                                 1
COMPOSANTS                     VALID             0 01-JUN-14 NUMBER                         COMPOSANTS_FK2                 NORMAL                         NONUNIQUE           0             0 VALID    01-JUN-14 YES CODECLASSCOMPOSANT2                          1
COMPOSANTS                     VALID             0 01-JUN-14 VARCHAR2                       COMPOSANTS_PK                  NORMAL                         UNIQUE              0             0 VALID    01-JUN-14 YES CODECOMPOSANT                                1
COMPOSANTS_ARTICLES_CDE        VALID             0 01-JUN-14 NUMBER                         COMPOSANTS_ARTICLES_CDE_PK     NORMAL                         UNIQUE              0             0 VALID    01-JUN-14 YES CODESITE                                     1
COMPOSANTS_ARTICLES_CDE        VALID             0 01-JUN-14 VARCHAR2                       COMPOSANTS_ARTICLES_CDE_PK     NORMAL                         UNIQUE              0             0 VALID    01-JUN-14 YES CODECOMMANDE                                 2
COMPOSANTS_ARTICLES_CDE        VALID             0 01-JUN-14 NUMBER                         COMPOSANTS_ARTICLES_CDE_PK     NORMAL                         UNIQUE              0             0 VALID    01-JUN-14 YES CODEINTERNEARTICLE                           3
COMPOSANTS_ARTICLES_CDE        VALID             0 01-JUN-14 NUMBER                         COMPOSANTS_ARTICLES_CDE_PK     NORMAL                         UNIQUE              0             0 VALID    01-JUN-14 YES CODEINTERNECOMPOSANT                         4
COMPOSANTS_COLORIS             VALID             0 01-JUN-14 VARCHAR2                       COMPOSANTS_COLORIS_PK          NORMAL                         UNIQUE              0             0 VALID    01-JUN-14 YES CODECOMPOSANT                                1
COMPOSANTS_COLORIS             VALID             0 01-JUN-14 VARCHAR2                       COMPOSANTS_COLORIS_PK          NORMAL                         UNIQUE              0             0 VALID    01-JUN-14 YES CODECOLORIS                                  2
COMPOSANTS_CP1_GESTION         VALID             0 01-JUN-14 VARCHAR2                       COMPOSANTS_CP1_GESTION_PK      NORMAL                         UNIQUE              0             0 VALID    01-JUN-14 YES CODECOMPOSANT                                1
